doi,year,pmid,oa_indicator,oa_status
10.1016/j.neuroimage.2016.03.068,2016,27046110,0,closed
10.1016/j.neuroimage.2016.04.044,2016,27107470,0,closed
10.1016/j.neuroimage.2016.04.061,2016,27138210,0,closed
10.1016/j.neuroimage.2016.06.016,2016,27480624,0,closed
10.1016/j.neuroimage.2016.06.038,2017,27346545,"Green Published, Other Gold",hybrid
10.1016/j.neuroimage.2016.06.056,2016,27402598,0,green
10.1016/j.neuroimage.2016.06.057,2016,27381076,0,closed
10.1016/j.neuroimage.2016.07.016,2016,27402596,0,green
10.1016/j.neuroimage.2016.07.024,2016,27431760,Green Published,green
10.1016/j.neuroimage.2016.07.040,2016,27450073,0,green
10.1016/j.neuroimage.2016.07.045,2016,27456537,Green Accepted,green
10.1016/j.neuroimage.2016.07.046,2016,27474521,0,closed
10.1016/j.neuroimage.2016.07.047,2016,27477536,0,green
10.1016/j.neuroimage.2016.07.055,2017,27480622,0,closed
10.1016/j.neuroimage.2016.10.041,2017,27989844,0,bronze
10.1016/j.neuroimage.2016.11.025,2017,27864082,0,bronze
10.1016/j.neuroimage.2016.12.025,2017,27965146,"Green Published, Other Gold",hybrid
10.1016/j.neuroimage.2016.12.077,2017,28039094,0,bronze
10.1016/j.neuroimage.2017.01.025,2017,28159689,0,closed
10.1016/j.neuroimage.2017.01.039,2017,28108395,0,closed
10.1016/j.neuroimage.2017.01.044,2017,28110087,0,closed
10.1016/j.neuroimage.2017.02.004,2017,28163141,0,green
10.1016/j.neuroimage.2017.02.076,2017,28300640,0,green
10.1016/j.neuroimage.2017.03.022,2017,28300639,0,green
10.1016/j.neuroimage.2017.03.031,2017,28323160,"Green Published, Other Gold",hybrid
10.1016/j.neuroimage.2017.03.032,2017,28323159,0,closed
10.1016/j.neuroimage.2017.05.026,2017,28527788,0,green
10.1016/j.neuroimage.2017.06.025,2017,28619653,0,closed
10.1016/j.neuroimage.2017.06.056,2017,28669903,0,green
10.1016/j.neuroimage.2017.07.016,2017,28710040,0,closed
10.1016/j.neuroimage.2017.07.024,2017,28712991,"Green Published, Other Gold",hybrid
10.1016/j.neuroimage.2017.07.065,2017,28782678,0,green
10.1016/j.neuron.2016.02.015,2016,26948892,"Green Published, Other Gold",hybrid
10.1016/j.neuron.2016.04.034,2016,27210550,"Green Published, Other Gold",hybrid
10.1016/j.neuron.2016.08.035,2016,27641493,"Other Gold, Green Published",hybrid
10.1016/j.neuron.2017.02.011,2017,28231467,0,bronze
10.1016/j.neuron.2017.08.016,2017,28867551,0,bronze
10.1016/j.neuron.2017.09.047,2017,29096074,0,bronze
10.1016/j.neuropharm.2015.09.026,2016,26409781,0,closed
10.1016/j.neuropharm.2015.10.003,2016,26453963,0,closed
10.1016/j.neuropharm.2016.03.032,2016,27016023,Other Gold,hybrid
10.1016/j.neuropharm.2016.08.016,2017,27544825,0,closed
10.1016/j.neuropharm.2016.08.019,2016,27558347,Other Gold,hybrid
10.1016/j.neuropsychologia.2015.12.012,2016,26708242,0,closed
10.1016/j.neuropsychologia.2015.12.024,2016,26765639,0,closed
10.1016/j.neuropsychologia.2016.04.006,2016,27063061,0,green
10.1016/j.neuropsychologia.2016.05.028,2016,27267813,0,closed
10.1016/j.neuropsychologia.2016.07.025,2016,27449707,0,closed
10.1016/j.neuroscience.2015.09.070,2017,26434624,Green Accepted,green
10.1016/j.neuroscience.2016.04.013,2016,27095710,0,closed
10.1016/j.neuroscience.2016.06.015,2016,27318302,0,closed
10.1016/j.neuroscience.2017.06.055,2017,28687308,0,closed
10.1016/j.nicl.2016.04.001,2016,27182487,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2016.04.004,2016,27158590,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2016.08.011,2016,27766203,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2017.04.010,2017,28491495,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2017.07.018,2017,28794978,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2017.08.010,2017,28840099,"DOAJ Gold, Green Published",gold
10.1016/j.nicl.2017.09.005,2017,28948141,"DOAJ Gold, Green Published",gold
10.1016/j.nlm.2016.03.002,2016,26968656,0,closed
10.1016/j.nlm.2016.03.021,2016,27038743,0,closed
10.1016/j.nlm.2016.09.005,2016,27633915,0,closed
10.1016/j.nlm.2016.10.006,2016,27725248,0,closed
10.1016/j.nlm.2017.02.006,2017,28215510,0,closed
10.1016/j.nlm.2017.05.008,2017,28512009,0,green
10.1016/j.nmd.2015.11.011,2016,26782017,0,closed
10.1016/j.nmd.2016.02.014,2016,27020463,0,closed
10.1016/j.nucmedbio.2015.10.003,2016,0,NA,closed
10.1016/j.numecd.2015.11.007,2016,26806045,Other Gold,hybrid
10.1016/j.numecd.2016.03.013,2016,27134061,0,closed
10.1016/j.numecd.2016.12.006,2017,28216284,0,closed
10.1016/j.numecd.2017.07.001,2017,28958691,0,closed
10.1016/j.nut.2015.09.010,2016,26706026,0,closed
10.1016/j.nut.2016.01.019,2016,27160498,Green Published,green
10.1016/j.omtn.2017.05.008,2017,28624223,"DOAJ Gold, Green Published",gold
10.1016/j.omtn.2017.08.014,2017,29246325,"DOAJ Gold, Green Published",gold
10.1016/j.oooo.2015.10.006,2016,26703417,0,closed
10.1016/j.oraloncology.2015.10.020,2016,26578389,0,closed
10.1016/j.oraloncology.2016.06.002,2016,27424185,Other Gold,hybrid
10.1016/j.orthtr.2015.12.001,2016,0,NA,closed
10.1016/j.orthtr.2015.12.004,2016,0,NA,closed
10.1016/j.orthtr.2015.12.008,2016,0,NA,closed
10.1016/j.orthtr.2015.12.009,2016,0,NA,closed
10.1016/j.orthtr.2017.05.002,2017,0,NA,hybrid
10.1016/j.otsr.2016.12.001,2017,28093375,0,bronze
10.1016/j.parkreldis.2016.02.018,2016,26923523,0,green
10.1016/j.parkreldis.2017.01.002,2017,28089264,0,closed
10.1016/j.parkreldis.2017.06.023,2017,28690015,"Green Published, Other Gold",hybrid
10.1016/j.parkreldis.2017.09.024,2017,28993094,0,closed
10.1016/j.patcog.2016.04.004,2016,0,0,closed
10.1016/j.pbb.2017.07.008,2017,28746826,0,closed
10.1016/j.pbiomolbio.2017.05.014,2017,28603061,0,closed
10.1016/j.pdpdt.2015.07.001,2016,26162500,0,closed
10.1016/j.pdpdt.2016.11.006,2017,27888161,NA,closed
10.1016/j.pec.2016.03.015,2016,27067064,0,closed
10.1016/j.pec.2016.05.001,2016,27211224,0,closed
10.1016/j.pec.2016.07.035,2016,27499029,0,closed
10.1016/j.pec.2016.08.026,2017,27597160,0,closed
10.1016/j.pec.2017.01.001,2017,28109650,0,closed
10.1016/j.pec.2017.06.033,2017,28734560,0,green
10.1016/j.peptides.2016.12.011,2017,27989611,0,closed
10.1016/j.peptides.2017.08.004,2017,28844870,0,closed
10.1016/j.pharmthera.2017.02.013,2017,28174092,0,closed
10.1016/j.phrs.2016.03.027,2016,27095083,0,closed
10.1016/j.phrs.2017.01.019,2017,28119050,0,closed
10.1016/j.phrs.2017.07.008,2017,28694144,0,hybrid
10.1016/j.phymed.2016.05.007,2016,27387405,Green Published,closed
10.1016/j.physbeh.2017.03.041,2017,28365278,0,closed
10.1016/j.placenta.2016.05.011,2016,27452434,0,closed
10.1016/j.pmedr.2017.01.002,2017,0,NA,gold
10.1016/j.pneurobio.2017.03.005,2017,28342942,0,closed
10.1016/j.pnpbp.2016.08.003,2016,27519144,0,closed
10.1016/j.polymer.2016.08.105,2016,0,0,closed
10.1016/j.polymer.2016.10.033,2016,0,0,closed
10.1016/j.ppedcard.2017.06.004,2017,0,0,closed
10.1016/j.preghy.2015.12.002,2016,26955773,"Green Published, Other Gold",hybrid
10.1016/j.preghy.2017.02.005,2017,28501276,0,closed
10.1016/j.preghy.2017.06.002,2017,29153696,0,green
10.1016/j.prosdent.2016.07.012,2017,27646799,NA,closed
10.1016/j.prostaglandins.2017.06.001,2017,28583889,0,closed
10.1016/j.prp.2016.06.001,2016,27461834,0,closed
10.1016/j.prp.2017.01.002,2017,28343870,0,closed
10.1016/j.prp.2017.04.028,2017,28551386,0,closed
10.1016/j.prp.2017.05.005,2017,28687159,NA,closed
10.1016/j.prp.2017.09.021,2017,29108919,0,hybrid
10.1016/j.prrv.2016.01.004,2016,27080492,0,closed
10.1016/j.pscychresns.2016.02.004,2016,27107154,0,closed
10.1016/j.pscychresns.2016.10.011,2017,28024844,0,closed
10.1016/j.psychres.2016.03.007,2016,27031592,0,closed
10.1016/j.psychres.2016.04.007,2016,27107672,0,closed
10.1016/j.psychres.2016.05.060,2016,27318635,0,green
10.1016/j.psychres.2016.06.016,2016,27344588,0,closed
10.1016/j.psychres.2016.07.067,2016,27838016,0,closed
10.1016/j.psychres.2016.12.030,2017,28064092,0,closed
10.1016/j.psychres.2017.03.052,2017,28388455,0,closed
10.1016/j.psyneuen.2016.01.011,2016,26851697,0,closed
10.1016/j.psyneuen.2016.04.013,2016,27235637,0,closed
10.1016/j.psyneuen.2016.05.007,2016,27235635,Green Accepted,green
10.1016/j.psyneuen.2016.05.026,2016,27290653,0,closed
10.1016/j.psyneuen.2016.07.216,2016,27474909,Green Accepted,green
10.1016/j.psyneuen.2016.08.003,2016,27543884,0,closed
10.1016/j.psyneuen.2016.10.005,2017,27771566,Green Accepted,green
10.1016/j.psyneuen.2016.10.018,2017,27825068,0,closed
10.1016/j.psyneuen.2016.10.027,2017,27883964,0,closed
10.1016/j.psyneuen.2016.12.015,2017,28092760,0,closed
10.1016/j.psyneuen.2017.01.019,2017,28161654,0,closed
10.1016/j.psyneuen.2017.02.021,2017,28273586,0,closed
10.1016/j.psyneuen.2017.03.014,2017,28324701,0,closed
10.1016/j.psyneuen.2017.07.482,2017,28755549,0,green
10.1016/j.psyneuen.2017.09.007,2017,28957772,0,closed
10.1016/j.pt.2016.06.001,2016,27492115,0,closed
10.1016/j.purol.2016.07.002,2016,27567304,NA,closed
10.1016/j.pvr.2017.06.002,2017,29179867,"DOAJ Gold, Green Published",gold
10.1016/j.radonc.2015.10.028,2016,26653358,0,closed
10.1016/j.radonc.2016.11.008,2016,27913065,0,closed
10.1016/j.radonc.2017.01.021,2017,28284495,0,closed
10.1016/j.radonc.2017.07.012,2017,28764925,0,closed
10.1016/j.radonc.2017.08.010,2017,28843726,0,closed
10.1016/j.radonc.2017.10.013,2017,29113697,NA,closed
10.1016/j.rdc.2015.08.009,2016,26611552,0,closed
10.1016/j.reactfunctpolym.2016.12.015,2017,0,0,closed
10.1016/j.rec.2015.10.015,2016,26795929,0,closed
10.1016/j.recesp.2015.10.018,2016,26795929,NA,closed
10.1016/j.redar.2015.06.011,2016,26318757,0,closed
10.1016/j.redar.2015.07.009,2016,26873025,0,closed
10.1016/j.redox.2016.12.025,2017,28064116,"DOAJ Gold, Green Published",gold
10.1016/j.reprotox.2016.01.002,2016,26806369,0,closed
10.1016/j.reprotox.2016.02.002,2016,26876485,0,closed
10.1016/j.reprotox.2016.06.015,2016,27350316,0,closed
10.1016/j.reprotox.2016.11.010,2017,27851994,0,closed
10.1016/j.reprotox.2016.11.019,2017,27915015,0,closed
10.1016/j.reprotox.2017.04.007,2017,28478049,0,closed
10.1016/j.reprotox.2017.05.008,2017,28552383,0,closed
10.1016/j.resp.2016.12.013,2017,28057577,0,green
10.1016/j.resuscitation.2016.02.012,2016,26924513,0,closed
10.1016/j.resuscitation.2016.07.219,2016,27565863,0,closed
10.1016/j.resuscitation.2016.07.239,2016,27565863,NA,closed
10.1016/j.resuscitation.2017.03.038,2017,28377294,0,closed
10.1016/j.rmed.2016.04.015,2016,27296827,0,bronze
10.1016/j.rmed.2016.07.008,2016,27578466,0,bronze
10.1016/j.sapharm.2016.05.044,2017,27423783,0,closed
10.1016/j.sbi.2017.05.001,2017,28600951,Other Gold,hybrid
10.1016/j.schres.2015.10.024,2016,26607102,0,closed
10.1016/j.schres.2016.06.032,2016,27396837,0,closed
10.1016/j.schres.2016.09.012,2017,27751654,0,closed
10.1016/j.schres.2016.10.004,2017,27986430,0,closed
10.1016/j.schres.2017.01.017,2017,28109667,0,closed
10.1016/j.schres.2017.01.040,2017,28139360,0,closed
10.1016/j.schres.2017.02.012,2017,28215391,0,closed
10.1016/j.scijus.2017.03.004,2017,28606331,0,closed
10.1016/j.scitotenv.2016.01.014,2016,26802351,0,closed
10.1016/j.scog.2016.10.001,2016,0,NA,gold
10.1016/j.scr.2015.11.017,2016,27345784,NA,gold
10.1016/j.scr.2015.12.018,2016,27345993,NA,gold
10.1016/j.scr.2015.12.021,2016,0,NA,gold
10.1016/j.scr.2016.09.002,2017,28677531,NA,gold
10.1016/j.scr.2017.03.002,2017,28334554,"DOAJ Gold, Green Published",gold
10.1016/j.semarthrit.2015.08.005,2016,26519007,0,closed
10.1016/j.semarthrit.2016.05.004,2016,27346577,0,closed
10.1016/j.semarthrit.2016.06.003,2016,27496195,0,closed
10.1016/j.semarthrit.2016.09.002,2017,27855973,0,closed
10.1016/j.semarthrit.2017.05.003,2017,28583690,0,closed
10.1016/j.semarthrit.2017.06.006,2017,28757235,Other Gold,hybrid
10.1016/j.siny.2015.11.001,2016,26712568,0,closed
10.1016/j.sjpain.2017.07.006,2017,28850371,NA,closed
10.1016/j.sjpain.2017.09.005,2017,28988103,NA,closed
10.1016/j.sleep.2016.11.003,2017,28153217,0,closed
10.1016/j.sleep.2017.06.004,2017,28899537,0,green
10.1016/j.soard.2016.08.003,2017,27692907,0,closed
10.1016/j.socscimed.2017.07.025,2017,28783502,0,closed
10.1016/j.solener.2015.12.052,2016,0,0,closed
10.1016/j.spinee.2015.07.460,2016,26235468,0,closed
10.1016/j.stem.2015.09.015,2016,26607381,"Green Accepted, Bronze",bronze
10.1016/j.stem.2016.12.013,2017,28132834,0,bronze
10.1016/j.stem.2017.02.009,2017,28330582,"Green Published, Other Gold",hybrid
10.1016/j.stemcr.2016.04.011,2016,27211213,"DOAJ Gold, Green Published",gold
10.1016/j.stemcr.2017.01.002,2017,28162995,"DOAJ Gold, Green Published",gold
10.1016/j.stemcr.2017.02.021,2017,28344002,"DOAJ Gold, Green Published",gold
10.1016/j.steroids.2016.10.008,2016,27815034,0,closed
10.1016/j.str.2017.04.010,2017,28552577,0,bronze
10.1016/j.surg.2016.02.020,2016,27067160,0,closed
10.1016/j.syapm.2015.11.002,2016,26723852,"Green Published, Other Gold",hybrid
10.1016/j.taap.2016.12.003,2017,27939987,0,closed
10.1016/j.tacc.2017.01.003,2017,0,NA,closed
10.1016/j.tcm.2015.12.001,2016,26877187,0,closed
10.1016/j.tetlet.2017.03.031,2017,0,NA,closed
10.1016/j.thorsurg.2017.06.011,2017,28962715,0,closed
10.1016/j.thromres.2015.10.037,2016,26581637,0,closed
10.1016/j.thromres.2016.01.011,2016,26916302,0,closed
10.1016/j.thromres.2016.09.007,2016,27687905,0,closed
10.1016/j.thromres.2017.04.001,2017,28477534,0,closed
10.1016/j.thromres.2017.07.029,2017,28780343,0,closed
10.1016/j.tibs.2017.06.002,2017,28684008,0,closed
10.1016/j.tibtech.2016.07.007,2017,27499276,0,closed
10.1016/j.tibtech.2016.09.007,2017,27789063,0,closed
10.1016/j.tics.2016.12.007,2017,28063661,0,closed
10.1016/j.tig.2016.01.003,2016,26862051,Green Published,green
10.1016/j.tins.2017.05.002,2017,28578789,0,green
10.1016/j.tox.2016.04.010,2016,27155237,0,green
10.1016/j.toxlet.2016.01.002,2016,26795019,0,closed
10.1016/j.toxlet.2016.01.003,2016,26774940,0,green
10.1016/j.toxlet.2016.08.008,2016,27521498,0,closed
10.1016/j.toxlet.2017.06.002,2017,28602893,0,closed
10.1016/j.tranon.2016.07.005,2016,27641641,"DOAJ Gold, Green Published",gold
10.1016/j.transci.2016.03.005,2016,27068352,0,closed
10.1016/j.transproceed.2016.05.017,2016,27932109,0,closed
10.1016/j.transproceed.2017.01.086,2017,28735987,0,closed
10.1016/j.transproceed.2017.05.013,2017,28923620,0,closed
10.1016/j.transproceed.2017.06.033,2017,28923621,0,closed
10.1016/j.transproceed.2017.09.042,2017,29198659,0,closed
10.1016/j.transproceed.2017.10.001,2017,29198656,0,closed
10.1016/j.transproceed.2017.10.004,2017,29198661,0,closed
10.1016/j.transproceed.2017.11.005,2017,29198658,0,closed
10.1016/j.trci.2017.04.004,2017,0,NA,gold
10.1016/j.trecan.2016.06.003,2016,0,Green Accepted,green
10.1016/j.trim.2016.09.001,2016,27663089,0,closed
10.1016/j.trim.2016.09.003,2016,27693310,0,closed
10.1016/j.trim.2016.11.005,2017,27903445,0,closed
10.1016/j.trre.2016.02.002,2016,26965071,"Other Gold, Green Published",hybrid
10.1016/j.trre.2016.05.001,2016,27279024,NA,green
10.1016/j.tube.2015.09.007,2016,26586647,0,closed
10.1016/j.tube.2016.05.010,2016,27402312,Other Gold,hybrid
10.1016/j.ultrasmedbio.2015.12.026,2016,26971462,0,closed
10.1016/j.ultrasmedbio.2016.01.018,2016,27038804,0,closed
10.1016/j.ultrasmedbio.2016.07.004,2016,27567061,0,closed
10.1016/j.ultrasmedbio.2016.08.012,2016,27680572,0,closed
10.1016/j.ultrasmedbio.2016.10.007,2017,27979668,0,closed
10.1016/j.ultrasmedbio.2017.07.001,2017,28818306,0,closed
10.1016/j.ultrasmedbio.2017.08.007,2017,28965722,0,green
10.1016/j.vaccine.2016.03.052,2016,27016653,0,closed
10.1016/j.vaccine.2016.03.091,2016,27055021,0,closed
10.1016/j.vaccine.2016.05.023,2017,27235092,0,closed
10.1016/j.vaccine.2016.08.039,2016,27593157,0,green
10.1016/j.vaccine.2017.03.086,2017,28408120,0,closed
10.1016/j.vaccine.2017.05.015,2017,28558985,0,closed
10.1016/j.vetmic.2015.11.028,2017,26654217,0,closed
10.1016/j.virol.2016.03.018,2016,27058765,Bronze,bronze
10.1016/j.virol.2016.05.009,2016,27261891,0,bronze
10.1016/j.wneu.2015.08.037,2016,26341437,0,closed
10.1016/j.wneu.2015.10.024,2016,26493716,0,closed
10.1016/j.wneu.2016.11.012,2017,27838430,0,green
10.1016/j.wneu.2017.08.053,2017,28842232,0,closed
10.1016/j.wneu.2017.08.119,2017,28847555,0,closed
10.1016/j.ydbio.2017.05.013,2017,28545845,"Green Published, Other Gold",hybrid
10.1016/j.yebeh.2015.11.009,2016,26709103,0,closed
10.1016/j.yebeh.2016.07.023,2016,27521721,0,closed
10.1016/j.yebeh.2016.11.037,2017,28033547,0,closed
10.1016/j.yexcr.2017.06.018,2017,28655510,0,closed
10.1016/j.yexmp.2015.11.023,2016,26615783,0,closed
10.1016/j.yexmp.2016.07.014,2016,27554417,0,closed
10.1016/j.yfrne.2017.04.001,2017,28428055,0,green
10.1016/j.ygeno.2016.02.002,2016,26853880,0,bronze
10.1016/j.ygyno.2015.12.018,2016,26721227,0,closed
10.1016/j.ygyno.2016.01.012,2016,26790772,0,closed
10.1016/j.ygyno.2016.01.022,2016,26807488,0,closed
10.1016/j.yjmcc.2016.03.003,2016,27108529,0,closed
10.1016/j.yjmcc.2016.04.007,2016,27106802,0,closed
10.1016/j.yjmcc.2016.04.009,2016,27106803,0,closed
10.1016/j.yjmcc.2016.11.006,2017,27847332,Green Accepted,green
10.1016/j.yjmcc.2017.09.008,2017,28941705,"Other Gold, Green Published",hybrid
10.1016/j.ymeth.2016.05.015,2016,27215495,0,closed
10.1016/j.ymeth.2016.06.005,2016,27298099,0,closed
10.1016/j.ymeth.2017.02.008,2017,28263886,Green Accepted,green
10.1016/j.ymeth.2017.05.009,2017,28522326,Green Accepted,green
10.1016/j.ymgme.2016.12.007,2017,28024876,0,closed
10.1016/j.ymgmr.2016.08.002,2016,27622143,"DOAJ Gold, Green Published",gold
10.1016/j.ymthe.2017.03.010,2017,28366766,Green Published,hybrid
10.1016/j.ymthe.2017.08.003,2017,28890324,0,hybrid
10.1016/j.ymthe.2017.08.016,2017,28967558,Other Gold,hybrid
10.1016/j.zefq.2016.04.004,2016,27480185,0,closed
10.1016/j.zefq.2016.05.010,2016,27480183,0,closed
10.1016/j.zefq.2016.09.006,2016,27987565,0,closed
10.1016/j.zefq.2016.10.010,2016,27987569,0,closed
10.1016/j.zefq.2016.11.002,2017,28284366,0,closed
10.1016/j.zefq.2017.01.002,2017,28545614,0,closed
10.1016/j.zefq.2017.06.006,2017,28711419,0,closed
10.1016/j.zefq.2017.07.012,2017,28916160,Other Gold,hybrid
10.1016/jjprot.2017.01.012,2017,28137667,0,NA
10.1016/jjprot.2017.02.001,2017,28188862,0,NA
10.1016/s0140-6736(15)00388-8,2016,26454361,0,closed
10.1016/s0140-6736(15)00817-x,2016,26703889,0,green
10.1016/s0140-6736(16)00143-4,2016,26806518,Green Accepted,green
10.1016/s0140-6736(16)00232-4,2016,27156934,0,green
10.1016/s0140-6736(16)31012-1,2016,27733281,NA,hybrid
10.1016/s0140-6736(16)31203-x,2016,27477896,0,closed
10.1016/s0140-6736(16)31460-x,2016,27733283,NA,hybrid
10.1016/s0140-6736(16)31467-2,2016,27665228,NA,hybrid
10.1016/s0140-6736(16)31470-2,2016,27733286,"Green Published, Green Accepted, Other Gold",hybrid
10.1016/s0140-6736(16)31591-4,2017,28110981,0,closed
10.1016/s0140-6736(16)31637-3,2016,27707496,0,closed
10.1016/s0140-6736(16)31651-8,2016,27863807,0,closed
10.1016/s0140-6736(16)31678-6,2016,27733282,NA,hybrid
10.1016/s0140-6736(16)31679-8,2016,27733284,NA,hybrid
10.1016/s0140-6736(16)32187-0,2016,27871759,0,closed
10.1016/s0140-6736(16)32454-0,2017,27939063,0,green
10.1016/s0140-6736(17)30067-3,2017,28256356,0,green
10.1016/s0140-6736(17)30938-8,2017,28689664,"Green Published, Other Gold",hybrid
10.1016/s0140-6736(17)31189-3,2017,28478975,0,closed
10.1016/s0140-6736(17)31332-6,2017,28641875,0,closed
10.1016/s0140-6736(17)31429-0,2017,28551073,0,closed
10.1016/s0140-6736(17)31491-5,2017,28612748,0,closed
10.1016/s0140-6736(17)31833-0,2017,28919115,NA,hybrid
10.1016/s0140-6736(17)31960-8,2017,28901935,0,closed
10.1016/s0140-6736(17)32134-7,2017,0,0,closed
10.1016/s0140-6736(17)32152-9,2017,28919116,NA,hybrid
10.1016/s0140-6736(17)32154-2,2017,28919117,NA,hybrid
10.1016/s0140-6736(17)32336-x,2017,28916366,NA,hybrid
10.1016/s0140-6736(17)32366-8,2017,28919119,NA,hybrid
10.1016/s0415-6412(16)30002-9,2016,0,NA,closed
10.1016/s1470-2045(15)00542-2,2016,26869049,0,closed
10.1016/s1470-2045(16)00080-2,2016,27083332,0,closed
10.1016/s1470-2045(16)30173-5,2016,27473888,0,closed
10.1016/s1470-2045(16)30408-9,2016,27720136,0,green
10.1016/s1470-2045(17)30026-8,2017,28214419,0,green
10.1016/s1470-2045(17)30064-5,2017,28131786,0,closed
10.1016/s1470-2045(17)30111-0,2017,28343975,0,closed
10.1016/s1470-2045(17)30155-9,2017,28314689,0,green
10.1016/s1470-2045(17)30442-4,2017,28677575,0,closed
10.1016/s1470-2045(17)30471-0,2017,28838862,0,green
10.1016/s1470-2045(17)30696-4,2017,29133014,0,closed
10.1016/s1473-3099(15)00537-x,2016,26856775,0,closed
10.1016/s1473-3099(16)00071-2,2016,26969258,0,closed
10.1016/s1473-3099(16)30398-x,2016,27816413,NA,green
10.1016/s1473-3099(16)30402-9,2016,27816414,NA,green
10.1016/s1473-3099(16)30408-x,2017,28029529,0,closed
10.1016/s1473-3099(17)30059-2,2017,28216243,0,green
10.1016/s1474-4422(15)00401-9,2016,26906964,Green Accepted,green
10.1016/s1474-4422(16)00019-3,2016,26879279,0,closed
10.1016/s1474-4422(16)00068-5,2016,27011339,0,green
10.1016/s1474-4422(16)00102-2,2016,27068588,NA,green
10.1016/s1474-4422(16)00114-9,2016,27180033,0,closed
10.1016/s1474-4422(16)30129-6,2016,27430529,0,closed
10.1016/s1474-4422(17)30083-2,2017,28460892,0,closed
10.1016/s1474-4422(17)30278-8,2017,28920886,0,green
10.1016/s1474-4422(17)30327-7,2017,29029846,"Other Gold, Green Published",hybrid
10.1016/s1474-4422(17)30371-x,2017,29122524,Green Published,green
10.1016/s1615-9071(16)30015-6,2016,0,NA,closed
10.1016/s2213-2600(16)00045-x,2016,26899390,0,closed
10.1016/s2213-8587(16)00113-3,2016,27157822,0,green
10.1016/s2213-8587(16)30396-5,2017,27908689,"Green Published, Other Gold",hybrid
10.1016/s2213-8587(17)30183-3,2017,28716631,0,green
10.1016/s2214-109x(16)00005-x,2016,26905314,"DOAJ Gold, Green Published",gold
10.1016/s2214-109x(16)30168-1,2016,27568068,"DOAJ Gold, Green Published",gold
10.1016/s2215-0366(16)30168-7,2016,27477886,0,closed
10.1016/s2215-0366(17)30153-0,2017,28396067,0,closed
10.1016/s2215-0366(17)30330-9,2017,28882707,0,closed
10.1016/s2352-3018(16)30087-x,2016,27470028,"Green Published, Other Gold",hybrid
10.1016/s2352-3026(15)00257-4,2016,26765643,0,closed
10.1016/s2352-3026(16)30167-3,2016,27890073,0,closed
10.1016/s2352-3026(17)30108-4,2017,28733186,0,closed
10.1016/s2468-1253(16)30159-5,2017,28397701,0,closed
10.1016/s2468-1253(17)30246-7,2017,28818518,0,green
10.1017/ice.2016.204,2016,27659915,0,closed
10.1017/ice.2016.72,2016,27045855,0,closed
10.1017/ice.2017.71,2017,28560930,0,closed
10.1017/jns.2016.40,2016,28620471,"DOAJ Gold, Green Published",gold
10.1017/jns.2017.13,2017,28630692,"DOAJ Gold, Green Published",gold
10.1017/mdh.2016.101,2017,27998332,"Bronze, Green Published",bronze
10.1017/s0007114515004985,2016,26769660,Bronze,bronze
10.1017/s0007114516000441,2016,26949026,"Bronze, Green Accepted",bronze
10.1017/s0007114516001136,2016,27040694,Bronze,bronze
10.1017/s0007114516002208,2016,27267586,Bronze,bronze
10.1017/s0007114516003044,2016,27546478,Bronze,bronze
10.1017/s0021932015000139,2016,26040203,0,closed
10.1017/s003329171500207x,2016,26467724,0,green
10.1017/s0033291715002597,2016,26841896,"Bronze, Green Published",hybrid
10.1017/s0033291716000465,2016,27094404,0,green
10.1017/s0033291716001379,2016,27335220,0,green
10.1017/s0033291716001963,2016,27573157,0,green
10.1017/s0033291716002580,2017,27786144,"Green Published, Bronze",hybrid
10.1017/s0950268816001436,2016,27468812,NA,bronze
10.1017/s1041610215002343,2016,26739512,0,closed
10.1017/s1041610216000806,2016,27268305,0,closed
10.1017/s1041610216001046,2016,27439563,0,closed
10.1017/s1041610217001235,2017,28689500,0,closed
10.1017/s1355617717000315,2017,28511726,0,closed
10.1017/s1356186315000735,2016,0,0,closed
10.1017/s1867299xq000547x,2016,0,0,NA
10.1017/s2045796015000554,2016,0,0,green
10.1017/s2045796016000858,2017,0,NA,bronze
10.1017/thg.2017.36,2017,28633683,0,bronze
10.1021/acs.accounts.6b00584,2017,28199083,0,closed
10.1021/acs.analchem.5b04898,2016,26959687,0,closed
10.1021/acs.analchem.6b02515,2016,27377477,0,closed
10.1021/acs.analchem.6b02743,2016,27584561,0,closed
10.1021/acs.analchem.6b04456,2017,28193003,NA,closed
10.1021/acs.analchem.7602819,2017,29124930,0,NA
10.1021/acs.analchem.7b02819,2017,29124930,NA,closed
10.1021/acs.bioconjchem.5b00683,2016,26890394,0,closed
10.1021/acs.biomac.7b01034,2017,28954190,Bronze,hybrid
10.1021/acs.cgd.6b01468,2017,0,0,green
10.1021/acs.chemmater.6b00811,2016,0,0,closed
10.1021/acs.jcim.7b00072,2017,28810125,0,closed
10.1021/acs.jmedchem.6b00164,2016,27791374,0,closed
10.1021/acs.jmedchem.6b00564,2016,27420737,"Green Published, Bronze",hybrid
10.1021/acs.jmedchem.6b01009,2016,27607569,NA,closed
