nct_id,completion_date,results_first_submitted_date,days_compl_to_summary,summary_result_12_month,summary_result_24_month,study_type,overall_status
NCT00626548,2011-05-31,2012-04-26,331,TRUE,TRUE,Interventional,Terminated
NCT00624273,2007-02-28,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00623415,2012-11-30,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00622687,2007-12-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00615732,2009-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00610584,2011-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00598611,2009-08-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00590447,2015-07-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00579657,2013-07-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00576030,2008-10-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00570271,2008-02-29,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00568542,2008-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00567736,2009-01-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00563836,2010-08-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00558506,2009-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00552981,2009-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00546975,2009-09-30,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00543881,2010-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00538928,2011-01-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00531726,2013-09-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00530738,2014-01-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00525668,2012-11-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00521560,2012-08-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00520026,2006-06-30,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00512135,2009-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00511277,2011-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00473603,2008-05-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00473187,2009-08-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00472472,2007-07-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00472238,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00457288,2007-09-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00443937,2006-03-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00437385,2011-03-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00437307,2015-06-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00432653,2009-11-30,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00432107,2009-03-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00419081,2007-03-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00409409,2007-09-30,2016-01-25,3039,FALSE,FALSE,Interventional,Completed
NCT00408187,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00407667,2009-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00406575,2007-01-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00370305,2008-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00368264,2009-06-30,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00356161,2008-04-30,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00347087,2007-06-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00337519,2009-04-30,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00331669,2010-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00312988,2009-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00310466,2007-01-31,2009-03-12,771,FALSE,FALSE,Interventional,Completed
NCT00277342,2006-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00271713,2007-09-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00268138,2010-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00261001,2009-09-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00252915,2007-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00244166,2008-08-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00244153,2007-08-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00243607,2008-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00235105,2007-06-30,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00232700,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00231140,2006-08-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00189826,2006-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00170690,2012-04-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00170677,2013-01-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00170625,2010-09-30,2016-10-04,2196,FALSE,FALSE,Interventional,Completed
NCT00170573,2010-08-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00170326,2009-03-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00168987,2007-06-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00168961,2007-06-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00168935,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00168922,2006-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00168909,2008-05-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00168896,2006-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00168883,2006-12-31,NA,NA,FALSE,FALSE,Interventional,Unknown status
NCT00158379,2008-06-30,2016-10-04,3018,FALSE,FALSE,Interventional,Completed
NCT00153530,2009-05-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00148616,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00148590,2008-12-31,NA,NA,FALSE,FALSE,Interventional,Terminated
NCT00148564,2007-06-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00146471,2007-09-30,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00142038,2007-12-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00136318,2008-09-30,2012-10-25,1486,FALSE,FALSE,Interventional,Completed
NCT00124969,2006-10-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT00114348,2012-07-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT02896491,2019-05-31,NA,NA,FALSE,FALSE,Interventional,Completed
NCT01014871,2010-05-31,2011-08-12,438,FALSE,TRUE,Interventional,Completed
