article,is_open_data,is_open_code
10.1007+s00018-017-2728-1.txt,FALSE,FALSE
10.1007+s00038-017-0957-6.txt,FALSE,FALSE
10.1007+s00038-017-1056-4.txt,FALSE,FALSE
10.1007+s00053-016-0132-1.txt,FALSE,FALSE
10.1007+s00053-017-0139-2.txt,FALSE,FALSE
10.1007+s00053-017-0156-1.txt,FALSE,FALSE
10.1007+s00056-017-0085-1.txt,FALSE,FALSE
10.1007+s00059-017-4560-7.txt,FALSE,FALSE
10.1007+s00059-017-4575-0.txt,FALSE,FALSE
10.1007+s00059-017-4626-6.txt,FALSE,FALSE
10.1007+s00062-017-0558-z.txt,FALSE,FALSE
10.1007+s00062-017-0651-3.txt,FALSE,FALSE
10.1007+s00063-016-0251-z.txt,FALSE,FALSE
10.1007+s00063-017-0272-2.txt,FALSE,FALSE
10.1007+s00063-017-0278-9.txt,FALSE,FALSE
10.1007+s00063-017-0309-6.txt,FALSE,FALSE
10.1007+s00063-017-0345-2.txt,FALSE,FALSE
10.1007+s00063-017-0348-z.txt,FALSE,FALSE
10.1007+s00066-017-1106-0.txt,FALSE,FALSE
10.1007+s00066-017-1138-5.txt,FALSE,FALSE
10.1007+s00066-017-1140-y.txt,FALSE,FALSE
10.1007+s00066-017-1141-x.txt,FALSE,FALSE
10.1007+s00066-017-1166-1.txt,FALSE,FALSE
10.1007+s00066-017-1221-y.txt,FALSE,FALSE
10.1007+s00066-017-1247-1.txt,FALSE,FALSE
10.1007+s00101-016-0260-6.txt,FALSE,FALSE
10.1007+s00101-017-0277-5.txt,FALSE,FALSE
10.1007+s00101-017-0317-1.txt,FALSE,FALSE
10.1007+s00101-017-0383-4.txt,FALSE,FALSE
10.1007+s00101-017-0391-4.txt,FALSE,FALSE
10.1007+s00109-017-1510-z.txt,FALSE,FALSE
10.1007+s00109-017-1513-9.txt,FALSE,FALSE
10.1007+s00109-017-1515-7.txt,FALSE,FALSE
10.1007+s00109-017-1528-2.txt,FALSE,FALSE
10.1007+s00109-017-1582-9.txt,TRUE,TRUE
10.1007+s00112-016-0069-z.txt,FALSE,FALSE
10.1007+s00112-016-0193-9.txt,FALSE,FALSE
10.1007+s00112-016-0222-8.txt,FALSE,FALSE
10.1007+s00112-016-0225-5.txt,FALSE,FALSE
10.1007+s00112-016-0233-5.txt,FALSE,FALSE
10.1007+s00112-017-0246-8.txt,FALSE,FALSE
10.1007+s00112-017-0291-3.txt,FALSE,FALSE
10.1007+s00112-017-0326-9.txt,FALSE,FALSE
10.1007+s00112-017-0327-8.txt,FALSE,FALSE
10.1007+s00112-017-0331-z.txt,FALSE,FALSE
10.1007+s00112-017-0403-0.txt,FALSE,FALSE
10.1007+s00125-017-4216-4.txt,FALSE,FALSE
10.1007+s00125-017-4298-z.txt,FALSE,FALSE
10.1007+s00125-017-4436-7.txt,FALSE,FALSE
10.1007+s00129-017-4033-3.txt,FALSE,FALSE
10.1007+s00129-017-4055-x.txt,FALSE,FALSE
10.1007+s00129-017-4066-7.txt,FALSE,FALSE
10.1007+s00134-017-4992-9.txt,FALSE,FALSE
10.1007+s00134-017-5024-5.txt,FALSE,FALSE
10.1007+s00167-017-4429-6.txt,FALSE,FALSE
10.1007+s00167-017-4520-z.txt,FALSE,FALSE
10.1007+s00167-017-4622-7.txt,FALSE,FALSE
10.1007+s00167-017-4624-5.txt,FALSE,FALSE
10.1007+s00167-017-4643-2.txt,FALSE,FALSE
10.1007+s00167-017-4706-4.txt,FALSE,FALSE
10.1007+s00194-017-0226-2.txt,FALSE,FALSE
10.1007+s00198-017-4009-0.txt,FALSE,FALSE
10.1007+s00198-017-4162-5.txt,FALSE,FALSE
10.1007+s00198-017-4224-8.txt,FALSE,FALSE
10.1007+s00213-017-4784-5.txt,FALSE,FALSE
10.1007+s00216-017-0683-1.txt,FALSE,FALSE
10.1007+s00221-017-5091-4.txt,FALSE,FALSE
10.1007+s00221-017-5121-2.txt,FALSE,FALSE
10.1007+s00223-017-0332-x.txt,FALSE,FALSE
10.1007+s00223-017-0361-5.txt,FALSE,FALSE
10.1007+s00228-017-2351-y.txt,FALSE,FALSE
10.1007+s00228-017-2362-8.txt,FALSE,FALSE
10.1007+s00228-017-2385-1.txt,FALSE,FALSE
10.1007+s00234-017-1878-z.txt,FALSE,FALSE
10.1007+s00238-017-1345-4.txt,FALSE,FALSE
10.1007+s00247-017-3862-5.txt,FALSE,FALSE
10.1007+s00247-017-3954-2.txt,FALSE,FALSE
10.1007+s00249-017-1234-6.txt,FALSE,FALSE
10.1007+s00253-016-8068-5.txt,FALSE,FALSE
10.1007+s00256-017-2692-8.txt,FALSE,FALSE
10.1007+s00259-017-3786-1.txt,FALSE,FALSE
10.1007+s00262-017-2013-z.txt,FALSE,FALSE
10.1007+s00264-017-3641-9.txt,FALSE,FALSE
10.1007+s00270-017-1588-2.txt,FALSE,FALSE
10.1007+s00270-017-1713-2.txt,FALSE,FALSE
10.1007+s00270-017-1769-z.txt,FALSE,FALSE
10.1007+s00270-017-1782-2.txt,FALSE,FALSE
10.1007+s00277-017-2967-0.txt,FALSE,FALSE
10.1007+s00277-017-2983-0.txt,FALSE,FALSE
10.1007+s00277-017-3012-z.txt,FALSE,FALSE
10.1007+s00277-017-3098-3.txt,FALSE,FALSE
10.1007+s00277-017-3131-6.txt,FALSE,FALSE
10.1007+s00277-017-3150-3.txt,FALSE,FALSE
10.1007+s00277-017-3196-2.txt,FALSE,FALSE
10.1007+s00281-017-0658-5.txt,FALSE,FALSE
10.1007+s00296-017-3791-5.txt,FALSE,FALSE
10.1007+s00296-017-3870-7.txt,FALSE,FALSE
10.1007+s00296-017-3874-3.txt,FALSE,FALSE
10.1007+s00330-016-4616-8.txt,FALSE,FALSE
10.1007+s00330-017-4754-7.txt,FALSE,FALSE
10.1007+s00330-017-4856-2.txt,FALSE,FALSE
10.1007+s00330-017-4994-6.txt,FALSE,FALSE
10.1007+s00330-017-5192-2.txt,FALSE,FALSE
10.1007+s00330-017-5195-z.txt,FALSE,FALSE
10.1007+s00335-017-9688-5.txt,FALSE,FALSE
10.1007+s00345-017-2145-y.txt,FALSE,FALSE
10.1007+s00359-017-1213-5.txt,FALSE,FALSE
10.1007+s00360-017-1086-5.txt,FALSE,FALSE
10.1007+s00380-017-1028-x.txt,FALSE,FALSE
10.1007+s00380-017-1041-0.txt,FALSE,FALSE
10.1007+s00380-017-1100-6.txt,FALSE,FALSE
10.1007+s00381-017-3370-9.txt,FALSE,FALSE
10.1007+s00381-017-3387-0.txt,FALSE,FALSE
10.1007+s00381-017-3565-0.txt,FALSE,FALSE
10.1007+s00381-017-3654-0.txt,FALSE,FALSE
10.1007+s00381-017-3692-7.txt,FALSE,FALSE
10.1007+s00384-017-2793-9.txt,FALSE,FALSE
10.1007+s00384-017-2869-6.txt,FALSE,FALSE
10.1007+s00384-017-2896-3.txt,FALSE,FALSE
10.1007+s00391-017-1187-5.txt,FALSE,FALSE
10.1007+s00391-017-1215-5.txt,FALSE,FALSE
10.1007+s00391-017-1268-5.txt,FALSE,FALSE
10.1007+s00392-016-1072-z.txt,FALSE,FALSE
10.1007+s00392-017-1086-1.txt,FALSE,FALSE
10.1007+s00392-017-1101-6.txt,FALSE,FALSE
10.1007+s00392-017-1106-1.txt,FALSE,FALSE
10.1007+s00392-017-1148-4.txt,FALSE,FALSE
10.1007+s00392-017-1170-6.txt,FALSE,FALSE
10.1007+s00392-017-1179-x.txt,FALSE,FALSE
10.1007+s00392-017-1190-2.txt,FALSE,FALSE
10.1007+s00394-017-1468-1.txt,FALSE,FALSE
10.1007+s00394-017-1538-4.txt,FALSE,FALSE
10.1007+s00399-017-0492-4.txt,FALSE,FALSE
10.1007+s00399-017-0527-x.txt,FALSE,FALSE
10.1007+s00399-017-0532-0.txt,FALSE,FALSE
10.1007+s00399-017-0534-y.txt,FALSE,FALSE
10.1007+s00401-017-1706-x.txt,FALSE,FALSE
10.1007+s00401-017-1742-6.txt,TRUE,FALSE
10.1007+s00401-017-1743-5.txt,TRUE,TRUE
10.1007+s00401-017-1795-6.txt,TRUE,FALSE
10.1007+s00402-017-2691-1.txt,FALSE,FALSE
10.1007+s00402-017-2694-y.txt,FALSE,FALSE
10.1007+s00402-017-2855-z.txt,FALSE,FALSE
10.1007+s00402-017-2856-y.txt,FALSE,FALSE
10.1007+s00402-017-2864-y.txt,FALSE,FALSE
10.1007+s00403-017-1718-3.txt,FALSE,FALSE
10.1007+s00404-017-4324-x.txt,FALSE,FALSE
10.1007+s00404-017-4348-2.txt,FALSE,FALSE
10.1007+s00404-017-4450-5.txt,TRUE,FALSE
10.1007+s00404-017-4463-0.txt,FALSE,FALSE
10.1007+s00404-017-4514-6.txt,FALSE,FALSE
10.1007+s00404-017-4519-1.txt,FALSE,FALSE
10.1007+s00404-017-4568-5.txt,FALSE,FALSE
10.1007+s00404-017-4574-7.txt,FALSE,FALSE
10.1007+s00405-017-4727-0.txt,TRUE,FALSE
10.1007+s00405-017-4769-3.txt,FALSE,FALSE
10.1007+s00406-017-0769-y.txt,FALSE,FALSE
10.1007+s00406-017-0772-3.txt,FALSE,FALSE
10.1007+s00406-017-0794-x.txt,FALSE,FALSE
10.1007+s00406-017-0796-8.txt,FALSE,FALSE
10.1007+s00406-017-0823-9.txt,FALSE,FALSE
10.1007+s00406-017-0859-x.txt,FALSE,FALSE
10.1007+s00414-017-1615-5.txt,FALSE,FALSE
10.1007+s00415-016-8338-2.txt,FALSE,FALSE
10.1007+s00415-017-8503-2.txt,FALSE,FALSE
10.1007+s00415-017-8532-x.txt,FALSE,FALSE
10.1007+s00415-017-8582-0.txt,FALSE,FALSE
10.1007+s00415-017-8618-5.txt,FALSE,FALSE
10.1007+s00415-017-8656-z.txt,FALSE,FALSE
10.1007+s00417-017-3737-3.txt,FALSE,FALSE
10.1007+s00417-017-3845-0.txt,FALSE,FALSE
10.1007+s00417-017-3852-1.txt,FALSE,FALSE
10.1007+s00417-017-3882-8.txt,FALSE,FALSE
10.1007+s00418-016-1537-1.txt,FALSE,FALSE
10.1007+s00418-017-1551-y.txt,FALSE,FALSE
10.1007+s00420-017-1242-y.txt,FALSE,FALSE
10.1007+s00421-017-3742-6.txt,FALSE,FALSE
10.1007+s00424-017-1992-0.txt,FALSE,FALSE
10.1007+s00424-017-2001-3.txt,FALSE,FALSE
10.1007+s00424-017-2002-2.txt,FALSE,FALSE
10.1007+s00424-017-2042-7.txt,FALSE,FALSE
10.1007+s00426-017-0957-4.txt,FALSE,FALSE
10.1007+s00428-017-2150-y.txt,FALSE,FALSE
10.1007+s00428-017-2226-8.txt,FALSE,FALSE
10.1007+s00429-017-1427-x.txt,FALSE,FALSE
10.1007+s00430-017-0512-3.txt,FALSE,FALSE
10.1007+s00431-017-3041-6.txt,FALSE,FALSE
10.1007+s00432-017-2351-4.txt,FALSE,FALSE
10.1007+s00432-017-2359-9.txt,FALSE,FALSE
10.1007+s00432-017-2374-x.txt,FALSE,FALSE
10.1007+s00432-017-2402-x.txt,FALSE,FALSE
10.1007+s00432-017-2419-1.txt,FALSE,FALSE
10.1007+s00432-017-2423-5.txt,FALSE,FALSE
10.1007+s00432-017-2424-4.txt,FALSE,FALSE
10.1007+s00432-017-2455-x.txt,FALSE,FALSE
10.1007+s00432-017-2544-x.txt,FALSE,FALSE
10.1007+s00436-017-5681-x.txt,FALSE,FALSE
10.1007+s00436-017-5720-7.txt,FALSE,FALSE
10.1007+s00439-017-1758-y.txt,FALSE,FALSE
10.1007+s00439-017-1759-x.txt,FALSE,FALSE
10.1007+s00439-017-1814-7.txt,FALSE,FALSE
10.1007+s00441-017-2597-9.txt,FALSE,FALSE
10.1007+s00464-017-5416-1.txt,FALSE,FALSE
10.1007+s00464-017-5612-z.txt,FALSE,FALSE
10.1007+s00464-017-5678-7.txt,FALSE,FALSE
10.1007+s00464-017-5893-2.txt,FALSE,FALSE
10.1007+s00464-017-5912-3.txt,FALSE,FALSE
10.1007+s00464-017-5978-y.txt,FALSE,FALSE
10.1007+s00467-017-3794-1.txt,FALSE,FALSE
10.1007+s00467-017-3820-3.txt,FALSE,FALSE
10.1007+s00467-017-3831-0.txt,FALSE,FALSE
10.1007+s00484-017-1485-z.txt,FALSE,FALSE
10.1007+s00520-017-3587-x.txt,FALSE,FALSE
10.1007+s00520-017-3781-x.txt,FALSE,FALSE
10.1007+s00520-017-3911-5.txt,FALSE,FALSE
10.1007+s00535-017-1309-2.txt,FALSE,FALSE
10.1007+s00592-017-1036-4.txt,FALSE,FALSE
10.1007+s00701-017-3152-x.txt,FALSE,FALSE
10.1007+s00701-017-3154-8.txt,FALSE,FALSE
10.1007+s00701-017-3187-z.txt,FALSE,FALSE
10.1007+s00701-017-3397-4.txt,FALSE,FALSE
10.1007+s00701-017-3416-5.txt,FALSE,FALSE
10.1007+s00701-017-3417-4.txt,FALSE,FALSE
10.1007+s00701-017-3428-1.txt,FALSE,FALSE
10.1007+s00702-016-1641-3.txt,FALSE,FALSE
10.1007+s00702-017-1739-2.txt,FALSE,FALSE
10.1007+s00702-017-1747-2.txt,FALSE,FALSE
10.1007+s00702-017-1812-x.txt,FALSE,FALSE
10.1007+s00726-017-2409-2.txt,FALSE,FALSE
10.1007+s00737-017-0731-z.txt,FALSE,FALSE
10.1007+s00761-017-0185-y.txt,FALSE,FALSE
10.1007+s00761-017-0196-8.txt,FALSE,FALSE
10.1007+s00761-017-0221-y.txt,FALSE,FALSE
10.1007+s00761-017-0238-2.txt,FALSE,FALSE
10.1007+s00761-017-0239-1.txt,FALSE,FALSE
10.1007+s00761-017-0259-x.txt,FALSE,FALSE
10.1007+s00772-017-0265-8.txt,FALSE,FALSE
10.1007+s00772-017-0335-y.txt,FALSE,FALSE
10.1007+s00774-017-0858-z.txt,FALSE,FALSE
10.1007+s00774-017-0888-6.txt,FALSE,FALSE
10.1007+s00784-017-2064-8.txt,FALSE,FALSE
10.1007+s00784-017-2112-4.txt,FALSE,FALSE
10.1007+s00784-017-2130-2.txt,FALSE,FALSE
10.1007+s00784-017-2147-6.txt,FALSE,FALSE
10.1007+s00784-017-2152-9.txt,FALSE,FALSE
10.1007+s00784-017-2178-z.txt,FALSE,FALSE
10.1007+s00784-017-2186-z.txt,FALSE,FALSE
10.1007+s00784-017-2256-2.txt,FALSE,FALSE
10.1007+s00787-016-0935-1.txt,FALSE,FALSE
10.1007+s10049-016-0255-5.txt,FALSE,FALSE
10.1007+s10049-017-0285-7.txt,FALSE,FALSE
10.1007+s10049-017-0292-8.txt,FALSE,FALSE
10.1007+s10049-017-0333-3.txt,FALSE,FALSE
10.1007+s10049-017-0349-8.txt,FALSE,FALSE
10.1007+s10049-017-0352-0.txt,FALSE,FALSE
10.1007+s10049-017-0363-x.txt,FALSE,FALSE
10.1007+s10049-017-0386-3.txt,FALSE,FALSE
10.1007+s10049-017-0394-3.txt,FALSE,FALSE
10.1007+s10067-017-3788-1.txt,FALSE,FALSE
10.1007+s10096-017-3043-3.txt,FALSE,FALSE
10.1007+s10143-017-0901-5.txt,FALSE,FALSE
10.1007+s10237-017-0880-z.txt,TRUE,FALSE
10.1007+s10304-016-0102-2.txt,FALSE,FALSE
10.1007+s10309-016-0091-0.txt,FALSE,FALSE
10.1007+s10353-017-0469-x.txt,FALSE,FALSE
10.1007+s10353-017-0473-1.txt,FALSE,FALSE
10.1007+s10353-017-0475-z.txt,FALSE,FALSE
10.1007+s10354-017-0582-2.txt,FALSE,FALSE
10.1007+s10389-016-0773-0.txt,FALSE,FALSE
10.1007+s10389-017-0826-z.txt,FALSE,FALSE
10.1007+s10439-017-1892-7.txt,FALSE,FALSE
10.1007+s10439-017-1934-1.txt,FALSE,FALSE
10.1007+s10508-017-0985-6.txt,FALSE,FALSE
10.1007+s10545-017-0100-0.txt,FALSE,FALSE
10.1007+s10545-017-0106-7.txt,FALSE,FALSE
10.1007+s10549-017-4200-1.txt,FALSE,FALSE
10.1007+s10549-017-4314-5.txt,FALSE,FALSE
10.1007+s10549-017-4444-9.txt,FALSE,FALSE
10.1007+s10549-017-4480-5.txt,FALSE,FALSE
10.1007+s10549-017-4581-1.txt,FALSE,FALSE
10.1007+s10554-017-1191-2.txt,FALSE,FALSE
10.1007+s10554-017-1280-2.txt,FALSE,FALSE
10.1007+s10654-017-0262-y.txt,FALSE,FALSE
10.1007+s10654-017-0275-6.txt,FALSE,FALSE
10.1007+s10654-017-0333-0.txt,FALSE,FALSE
10.1007+s10661-017-5876-8.txt,FALSE,FALSE
10.1007+s10877-017-0040-0.txt,FALSE,FALSE
10.1007+s10974-017-9486-4.txt,FALSE,FALSE
10.1007+s11010-016-2920-x.txt,FALSE,FALSE
10.1007+s11011-017-0109-y.txt,FALSE,FALSE
10.1007+s11046-017-0182-0.txt,FALSE,FALSE
10.1007+s11046-017-0184-y.txt,FALSE,FALSE
10.1007+s11046-017-0190-0.txt,FALSE,FALSE
10.1007+s11046-017-0199-4.txt,FALSE,FALSE
10.1007+s11046-017-0205-x.txt,FALSE,FALSE
10.1007+s11046-017-0229-2.txt,FALSE,FALSE
10.1007+s11096-017-0444-4.txt,FALSE,FALSE
10.1007+s11136-017-1659-5.txt,FALSE,FALSE
10.1007+s11136-017-1725-z.txt,FALSE,FALSE
10.1007+s11136-017-1729-8.txt,FALSE,FALSE
10.1007+s11136-017-1753-8.txt,FALSE,FALSE
10.1007+s11255-017-1656-1.txt,FALSE,FALSE
