,id,publication_ids,year
0,policy.656495,"['pub.1029215989', 'pub.1045508740', 'pub.1030311578', 'pub.1020980283', 'pub.1046617165', 'pub.1035498917', 'pub.1010380583', 'pub.1008177576', 'pub.1011299647', 'pub.1022681659', 'pub.1038110016', 'pub.1046954181', 'pub.1026305930', 'pub.1002524213', 'pub.1024907991', 'pub.1032896490', 'pub.1070750900', 'pub.1043241897', 'pub.1049090985', 'pub.1045446333', 'pub.1017052980', 'pub.1015414905', 'pub.1009263284', 'pub.1032986917', 'pub.1061926391', 'pub.1035985676', 'pub.1006881716', 'pub.1035315752', 'pub.1051353611', 'pub.1052161051', 'pub.1023863592', 'pub.1016647837', 'pub.1004913756', 'pub.1003858337', 'pub.1051378882', 'pub.1044233756', 'pub.1003790115', 'pub.1033127072', 'pub.1045005963', 'pub.1023044102', 'pub.1024589505', 'pub.1023121609', 'pub.1012508700', 'pub.1040457312', 'pub.1020985863', 'pub.1016647899', 'pub.1017438856', 'pub.1048943821', 'pub.1025741531', 'pub.1008705627', 'pub.1023481451', 'pub.1043755121', 'pub.1070717848', 'pub.1008747030', 'pub.1041603853', 'pub.1049145681', 'pub.1039613448', 'pub.1018855315', 'pub.1008927336', 'pub.1006909756', 'pub.1049469757', 'pub.1027487998', 'pub.1039632812', 'pub.1020035403', 'pub.1016528221', 'pub.1049860938', 'pub.1012486476', 'pub.1010932234', 'pub.1042531791', 'pub.1012567790', 'pub.1044977518', 'pub.1008610635', 'pub.1036600903', 'pub.1017157450', 'pub.1051670199', 'pub.1062776683', 'pub.1070750980', 'pub.1026283470', 'pub.1002170529', 'pub.1032198557', 'pub.1024329911', 'pub.1048931094', 'pub.1012119368', 'pub.1027216476', 'pub.1052330796', 'pub.1022674469', 'pub.1058254702', 'pub.1034679368', 'pub.1013041878', 'pub.1042985617', 'pub.1028280883', 'pub.1026376445', 'pub.1001279390', 'pub.1036021092', 'pub.1046581828', 'pub.1014746425', 'pub.1045556255', 'pub.1046911995', 'pub.1024009364', 'pub.1026223248', 'pub.1024723624', 'pub.1050849054', 'pub.1052626896', 'pub.1050890726', 'pub.1035991070', 'pub.1049660112', 'pub.1012564361', 'pub.1015685474', 'pub.1003378700', 'pub.1007039963', 'pub.1047807226', 'pub.1013815202', 'pub.1022531994']",2015
1,policy.733269,"['pub.1047633060', 'pub.1032442973', 'pub.1033965892']",2015
2,policy.672682,"['pub.1019916952', 'pub.1084774641', 'pub.1035498917', 'pub.1010380583', 'pub.1031534270', 'pub.1008706190', 'pub.1031026377', 'pub.1046954181', 'pub.1008046294', 'pub.1015638479', 'pub.1069978836', 'pub.1048629010', 'pub.1032896490', 'pub.1043241897', 'pub.1012424607', 'pub.1045446333', 'pub.1009977004', 'pub.1017052980', 'pub.1015414905', 'pub.1009263284', 'pub.1001719416', 'pub.1070752433', 'pub.1022936382', 'pub.1035985676', 'pub.1023325599', 'pub.1047449516', 'pub.1052161051', 'pub.1000340241', 'pub.1041066871', 'pub.1051378882', 'pub.1005962602', 'pub.1003790115', 'pub.1060010090', 'pub.1022666388', 'pub.1045436778', 'pub.1034205003', 'pub.1021373872', 'pub.1024589505', 'pub.1013289434', 'pub.1023121609', 'pub.1047288536', 'pub.1052258202', 'pub.1018949115', 'pub.1034001432', 'pub.1006798938', 'pub.1024486814', 'pub.1031153716', 'pub.1020985863', 'pub.1041368400', 'pub.1046664228', 'pub.1025741531', 'pub.1015387041', 'pub.1027059223', 'pub.1058352533', 'pub.1024915769', 'pub.1046283228', 'pub.1029345170', 'pub.1023481451', 'pub.1016890282', 'pub.1012326879', 'pub.1003456380', 'pub.1022096523', 'pub.1030966573', 'pub.1008747030', 'pub.1006794861', 'pub.1041603853', 'pub.1042261746', 'pub.1023098284', 'pub.1006909756', 'pub.1049469757', 'pub.1054099590', 'pub.1039878429', 'pub.1043748723', 'pub.1046399303', 'pub.1027487998', 'pub.1004818680', 'pub.1071139109', 'pub.1049860938', 'pub.1013476286', 'pub.1073742529', 'pub.1044977518', 'pub.1030535160', 'pub.1017204515', 'pub.1008610635', 'pub.1010875851', 'pub.1036600903', 'pub.1018863746', 'pub.1017736644', 'pub.1026283470', 'pub.1002170529', 'pub.1024329911', 'pub.1033169277', 'pub.1039885383', 'pub.1001976806', 'pub.1009480537', 'pub.1022674469', 'pub.1043811712', 'pub.1026982300', 'pub.1025225587', 'pub.1036220762', 'pub.1028039429', 'pub.1001036693', 'pub.1013041878', 'pub.1042985617', 'pub.1025082060', 'pub.1020425596', 'pub.1036749027', 'pub.1004073131', 'pub.1014746425', 'pub.1045556255', 'pub.1037637364', 'pub.1026223248', 'pub.1012307740', 'pub.1004161977', 'pub.1050849054', 'pub.1008908316', 'pub.1033408419', 'pub.1051265702', 'pub.1015685474', 'pub.1003378700', 'pub.1018489018', 'pub.1049505529', 'pub.1003715872']",2015
3,policy.725783,"['pub.1032606214', 'pub.1053802936', 'pub.1030230650', 'pub.1044833328', 'pub.1063972742', 'pub.1047300329', 'pub.1004957247', 'pub.1045088751', 'pub.1025050968', 'pub.1018937762', 'pub.1045861008', 'pub.1029384859', 'pub.1005811801', 'pub.1010539559', 'pub.1039447359', 'pub.1039318260', 'pub.1051218419', 'pub.1038491915', 'pub.1010863881', 'pub.1033201639', 'pub.1046542227', 'pub.1032455103', 'pub.1050726525', 'pub.1063972557', 'pub.1052029610', 'pub.1036511768', 'pub.1054008953', 'pub.1048124117', 'pub.1013492058', 'pub.1003809720', 'pub.1001398506', 'pub.1022445064', 'pub.1040822632', 'pub.1012354488', 'pub.1013236897', 'pub.1053499531', 'pub.1007350068', 'pub.1039970041', 'pub.1043612616', 'pub.1053771047', 'pub.1063497708', 'pub.1028410698', 'pub.1036390423', 'pub.1015748978', 'pub.1045871672', 'pub.1018643610', 'pub.1068661508', 'pub.1009869959', 'pub.1052080633', 'pub.1013915875', 'pub.1063972199', 'pub.1017729621', 'pub.1032437067', 'pub.1013395317', 'pub.1024851226', 'pub.1038758625', 'pub.1003584557', 'pub.1048013715', 'pub.1053246969', 'pub.1078187101', 'pub.1002314736', 'pub.1003347163', 'pub.1008317178', 'pub.1048666860', 'pub.1077623591', 'pub.1067709756', 'pub.1052395212', 'pub.1028387765', 'pub.1047651983', 'pub.1019634760', 'pub.1013638539', 'pub.1053812601', 'pub.1043682221', 'pub.1032803321', 'pub.1033022932', 'pub.1041646705', 'pub.1025111531', 'pub.1010013975', 'pub.1016553717', 'pub.1000118886', 'pub.1045459543', 'pub.1001715481', 'pub.1024342154', 'pub.1013068979', 'pub.1072205332', 'pub.1060184808', 'pub.1053791624', 'pub.1052806493', 'pub.1038286670', 'pub.1063972771', 'pub.1054934030', 'pub.1022916319', 'pub.1063554720', 'pub.1036926780', 'pub.1045884907', 'pub.1046916173', 'pub.1022602124', 'pub.1015887385', 'pub.1013681857', 'pub.1001765114', 'pub.1000471021', 'pub.1048158014', 'pub.1017284759', 'pub.1057249385', 'pub.1001715246', 'pub.1063972895', 'pub.1046540445', 'pub.1067827203', 'pub.1037863643', 'pub.1013371727', 'pub.1031436704', 'pub.1053218457', 'pub.1039332091', 'pub.1024986529', 'pub.1063497151', 'pub.1050031490', 'pub.1007041577', 'pub.1063494338', 'pub.1050095138', 'pub.1018659569', 'pub.1024279908', 'pub.1010363834', 'pub.1039836139', 'pub.1031146441', 'pub.1011680364', 'pub.1023433000', 'pub.1023909457', 'pub.1059401239', 'pub.1025424714', 'pub.1018181112', 'pub.1045427631', 'pub.1029079261', 'pub.1083808538', 'pub.1003994646', 'pub.1020871221', 'pub.1013824457', 'pub.1053811778', 'pub.1063504777', 'pub.1042579449', 'pub.1072205607', 'pub.1034099143', 'pub.1010756388', 'pub.1002567452', 'pub.1041268956', 'pub.1007373972', 'pub.1003684324', 'pub.1063972752', 'pub.1001095236', 'pub.1017237309', 'pub.1005755953', 'pub.1016657027', 'pub.1044078719', 'pub.1042752525', 'pub.1052052085', 'pub.1019150053', 'pub.1003230912', 'pub.1035065722', 'pub.1038293019', 'pub.1026293984', 'pub.1021045161', 'pub.1010432358', 'pub.1042374648', 'pub.1005220850', 'pub.1063972674', 'pub.1015431260', 'pub.1063972738', 'pub.1017515032', 'pub.1029293258', 'pub.1028272613', 'pub.1022719918', 'pub.1017937340', 'pub.1001885262', 'pub.1072204667', 'pub.1016339370', 'pub.1001035394', 'pub.1046991354', 'pub.1011477536', 'pub.1063505252', 'pub.1017721559', 'pub.1012076199', 'pub.1035641201', 'pub.1048883651', 'pub.1011894963', 'pub.1072205090', 'pub.1011700947', 'pub.1023280217', 'pub.1048594346', 'pub.1033609632', 'pub.1011004817', 'pub.1003895015', 'pub.1048423735', 'pub.1063560422', 'pub.1031657331', 'pub.1023441369', 'pub.1020812498', 'pub.1063972591', 'pub.1070975614', 'pub.1053035855', 'pub.1072780568', 'pub.1022586825', 'pub.1019606850', 'pub.1036965711', 'pub.1034266338', 'pub.1063972179', 'pub.1050366805', 'pub.1003022036', 'pub.1072865569', 'pub.1063972572', 'pub.1030152270', 'pub.1063972549', 'pub.1010696735', 'pub.1023986075', 'pub.1008653648', 'pub.1048355457', 'pub.1003132309', 'pub.1050989933', 'pub.1063972358', 'pub.1032985887', 'pub.1018450544', 'pub.1004844756', 'pub.1031922101', 'pub.1040574553', 'pub.1045480901', 'pub.1048472887', 'pub.1021912081', 'pub.1042989158', 'pub.1002725739', 'pub.1038142338', 'pub.1072210317', 'pub.1035646369', 'pub.1072865700', 'pub.1051589426', 'pub.1009647551', 'pub.1021140352', 'pub.1022419301', 'pub.1064347668', 'pub.1046696689', 'pub.1024792671', 'pub.1024654606', 'pub.1067626187', 'pub.1027651740', 'pub.1032638650', 'pub.1036317925', 'pub.1027743804', 'pub.1004617607', 'pub.1045208251', 'pub.1011521539', 'pub.1016897821', 'pub.1059944062', 'pub.1039130529', 'pub.1067827512', 'pub.1042226711', 'pub.1063972396', 'pub.1020890719', 'pub.1039677659', 'pub.1024935798', 'pub.1020798215', 'pub.1022392393', 'pub.1006412044', 'pub.1049668298', 'pub.1009121972', 'pub.1020284565', 'pub.1051196305', 'pub.1051815289', 'pub.1048255921', 'pub.1054933797', 'pub.1037970945', 'pub.1063497968', 'pub.1013579674', 'pub.1017214167', 'pub.1010681974', 'pub.1001845667', 'pub.1027208418', 'pub.1003235255', 'pub.1063972760', 'pub.1022940277', 'pub.1000627782', 'pub.1006790948', 'pub.1024453806', 'pub.1004003140', 'pub.1027512221', 'pub.1050259014', 'pub.1063972280', 'pub.1031900261', 'pub.1063972577', 'pub.1007516356', 'pub.1008910480', 'pub.1048587763', 'pub.1026141971', 'pub.1072204446', 'pub.1063972716', 'pub.1043207247', 'pub.1031549694', 'pub.1063972275', 'pub.1035679779', 'pub.1032071313', 'pub.1053581115', 'pub.1008972184', 'pub.1044391706', 'pub.1005863474', 'pub.1035437404', 'pub.1063493970', 'pub.1063972420', 'pub.1036918094', 'pub.1004667592', 'pub.1054933485', 'pub.1063500580', 'pub.1057201177', 'pub.1044048607', 'pub.1026460354', 'pub.1037857033', 'pub.1002832181', 'pub.1050978553', 'pub.1042057549', 'pub.1041436669', 'pub.1013757456', 'pub.1007161050', 'pub.1072205604', 'pub.1004952239', 'pub.1072636146', 'pub.1026442579', 'pub.1025253778', 'pub.1047792800', 'pub.1058267332', 'pub.1003153019', 'pub.1041203446', 'pub.1006715977', 'pub.1033026798', 'pub.1005047354', 'pub.1000446192', 'pub.1028279305', 'pub.1063972373', 'pub.1052498758', 'pub.1027273603', 'pub.1016959045', 'pub.1018099715', 'pub.1072207883', 'pub.1063972350', 'pub.1018394323', 'pub.1018533014', 'pub.1044056385', 'pub.1035294286', 'pub.1014994416', 'pub.1063972434', 'pub.1072204720', 'pub.1018008717', 'pub.1011780012', 'pub.1049499454', 'pub.1005752327', 'pub.1046699138', 'pub.1063498582', 'pub.1033174891', 'pub.1036047596', 'pub.1063972552', 'pub.1063972670', 'pub.1059943713', 'pub.1046329628', 'pub.1004612818', 'pub.1037307037', 'pub.1012008031', 'pub.1063499378', 'pub.1043067431', 'pub.1072209375', 'pub.1053813566', 'pub.1021712410', 'pub.1072206650', 'pub.1072210325', 'pub.1067825956', 'pub.1001844696', 'pub.1052370674', 'pub.1063972542', 'pub.1017947170', 'pub.1077422029', 'pub.1003017951', 'pub.1067821838', 'pub.1011057252', 'pub.1008446675', 'pub.1048627043', 'pub.1053719381', 'pub.1078149555', 'pub.1021756961', 'pub.1002522217', 'pub.1091247390', 'pub.1072204789', 'pub.1072210376', 'pub.1039679203', 'pub.1072209723', 'pub.1051765832', 'pub.1007992384', 'pub.1036075500', 'pub.1007585516', 'pub.1002220000', 'pub.1032142991', 'pub.1047289557', 'pub.1067824930', 'pub.1067426888', 'pub.1039180411', 'pub.1036177739', 'pub.1046969065', 'pub.1044553819', 'pub.1038133696', 'pub.1043500184', 'pub.1072865273', 'pub.1072204686', 'pub.1025672548', 'pub.1037323420', 'pub.1063972678', 'pub.1051570091', 'pub.1007057169', 'pub.1072209456', 'pub.1063972647', 'pub.1016289082', 'pub.1007106031', 'pub.1039144482', 'pub.1024542366', 'pub.1067821256', 'pub.1063972406', 'pub.1010784062', 'pub.1000248455', 'pub.1038132673', 'pub.1072205075', 'pub.1063561341', 'pub.1024721481', 'pub.1006184026', 'pub.1042264210', 'pub.1015719986', 'pub.1033826004', 'pub.1034250774', 'pub.1014736030', 'pub.1008498323', 'pub.1035166006', 'pub.1063972268', 'pub.1023992872', 'pub.1032059913', 'pub.1022067018', 'pub.1047560478', 'pub.1010411804', 'pub.1007260417', 'pub.1027624508', 'pub.1072209477', 'pub.1008655750', 'pub.1036746524', 'pub.1024216519', 'pub.1006659332', 'pub.1024290043', 'pub.1003313575', 'pub.1006608896', 'pub.1018660606', 'pub.1011012694', 'pub.1046224568', 'pub.1016610534', 'pub.1025652923', 'pub.1040379733', 'pub.1001141134', 'pub.1063972536', 'pub.1005497509', 'pub.1040429911', 'pub.1014691215', 'pub.1019458448', 'pub.1053641873', 'pub.1031796368', 'pub.1023438652', 'pub.1018040619', 'pub.1030153917', 'pub.1012641135', 'pub.1040023317', 'pub.1022197888', 'pub.1068661534', 'pub.1051678822', 'pub.1017333950', 'pub.1039480742', 'pub.1041407547', 'pub.1006101039', 'pub.1028409825', 'pub.1014430626', 'pub.1013727416', 'pub.1038705296', 'pub.1040776511', 'pub.1035606612', 'pub.1018175716', 'pub.1002597467', 'pub.1042081092', 'pub.1036475363', 'pub.1072774318', 'pub.1025397674', 'pub.1024426401', 'pub.1042745282', 'pub.1048927629', 'pub.1012586789', 'pub.1037850302', 'pub.1069167382', 'pub.1034526603', 'pub.1004163789', 'pub.1050047395', 'pub.1019888610', 'pub.1067825525', 'pub.1021482900', 'pub.1041998122', 'pub.1010700371', 'pub.1053909871', 'pub.1050332199', 'pub.1011052119', 'pub.1013753143', 'pub.1025420714', 'pub.1072551773', 'pub.1041904551']",2015
4,policy.725784,"['pub.1063973020', 'pub.1027479137', 'pub.1020780091', 'pub.1048726907', 'pub.1040578977', 'pub.1071276790', 'pub.1045088751', 'pub.1001277950', 'pub.1017799255', 'pub.1038498999', 'pub.1001853033', 'pub.1103795301', 'pub.1051218419', 'pub.1020509172', 'pub.1063972652', 'pub.1063840599', 'pub.1040450596', 'pub.1047782156', 'pub.1000537237', 'pub.1048877155', 'pub.1056400893', 'pub.1010111123', 'pub.1034632306', 'pub.1023445076', 'pub.1015195486', 'pub.1054011776', 'pub.1026463585', 'pub.1010282180', 'pub.1025377748', 'pub.1045644246', 'pub.1063972921', 'pub.1020370821', 'pub.1044730493', 'pub.1063499780', 'pub.1022343552', 'pub.1039891138', 'pub.1025572925', 'pub.1047052085', 'pub.1039875204', 'pub.1011685211', 'pub.1027933234', 'pub.1051345858', 'pub.1007634972', 'pub.1023796500', 'pub.1005193318', 'pub.1052080633', 'pub.1022865730', 'pub.1033154366', 'pub.1052666302', 'pub.1013001168', 'pub.1011880939', 'pub.1051221505', 'pub.1018213552', 'pub.1020704526', 'pub.1028345938', 'pub.1063972754', 'pub.1044063327', 'pub.1063972958', 'pub.1022013536', 'pub.1063972379', 'pub.1045415329', 'pub.1040906136', 'pub.1072780610', 'pub.1024264794', 'pub.1063973005', 'pub.1025241890', 'pub.1040450973', 'pub.1028163755', 'pub.1034052335', 'pub.1009542012', 'pub.1029649694', 'pub.1040490057', 'pub.1017530724', 'pub.1051872443', 'pub.1027674651', 'pub.1041646705', 'pub.1025111531', 'pub.1053898977', 'pub.1002687612', 'pub.1033222343', 'pub.1007813918', 'pub.1013765864', 'pub.1003643606', 'pub.1011834448', 'pub.1073824520', 'pub.1053662423', 'pub.1011246697', 'pub.1000171505', 'pub.1013412662', 'pub.1004059654', 'pub.1070823432', 'pub.1025641481', 'pub.1002565363', 'pub.1004272826', 'pub.1002873486', 'pub.1033141932', 'pub.1043724042', 'pub.1012793862', 'pub.1027800678', 'pub.1001715246', 'pub.1063972895', 'pub.1011457727', 'pub.1005607101', 'pub.1059647724', 'pub.1039332091', 'pub.1030500488', 'pub.1049205757', 'pub.1063936889', 'pub.1018659569', 'pub.1063940303', 'pub.1063973021', 'pub.1017210342', 'pub.1019989144', 'pub.1059401239', 'pub.1063972154', 'pub.1004165863', 'pub.1041271378', 'pub.1003272719', 'pub.1009539633', 'pub.1073541887', 'pub.1021426559', 'pub.1070164971', 'pub.1013475885', 'pub.1003994646', 'pub.1033112022', 'pub.1011407436', 'pub.1031253225', 'pub.1000261906', 'pub.1042663192', 'pub.1027884690', 'pub.1010756388', 'pub.1063996971', 'pub.1036292589', 'pub.1034261035', 'pub.1072205848', 'pub.1040482014', 'pub.1015453652', 'pub.1051443680', 'pub.1014980778', 'pub.1003503298', 'pub.1002125817', 'pub.1015913384', 'pub.1052052085', 'pub.1009717705', 'pub.1003494673', 'pub.1011427690', 'pub.1042492299', 'pub.1032785007', 'pub.1070960575', 'pub.1051107218', 'pub.1039063078', 'pub.1040335567', 'pub.1063972762', 'pub.1046991354', 'pub.1072204748', 'pub.1016138361', 'pub.1032338659', 'pub.1011700947', 'pub.1026832092', 'pub.1063560422', 'pub.1067828653', 'pub.1063972389', 'pub.1052250168', 'pub.1050261707', 'pub.1063940216', 'pub.1003639639', 'pub.1013949941', 'pub.1045832069', 'pub.1036335854', 'pub.1040794045', 'pub.1062417132', 'pub.1073712514', 'pub.1022258709', 'pub.1041715371', 'pub.1005979489', 'pub.1015572653', 'pub.1050966809', 'pub.1018842987', 'pub.1072205631', 'pub.1043721503', 'pub.1025941214', 'pub.1050989933', 'pub.1032985887', 'pub.1044024625', 'pub.1013170439', 'pub.1001387423', 'pub.1008186705', 'pub.1019495006', 'pub.1021838819', 'pub.1047497155', 'pub.1031561236', 'pub.1035646369', 'pub.1032858901', 'pub.1039379954', 'pub.1046696689', 'pub.1041391284', 'pub.1024654606', 'pub.1007146084', 'pub.1016030566', 'pub.1024951096', 'pub.1004617607', 'pub.1021343317', 'pub.1053400411', 'pub.1020890719', 'pub.1049038032', 'pub.1063892890', 'pub.1049668298', 'pub.1045051686', 'pub.1037713219', 'pub.1021492573', 'pub.1063972972', 'pub.1046721552', 'pub.1003063673', 'pub.1037857521', 'pub.1040882456', 'pub.1015421761', 'pub.1063530016', 'pub.1023388804', 'pub.1019014962', 'pub.1053044057', 'pub.1051250946', 'pub.1025872075', 'pub.1023355334', 'pub.1051482548', 'pub.1063973069', 'pub.1029462425', 'pub.1009756838', 'pub.1014191099', 'pub.1053116360', 'pub.1043207247', 'pub.1032071313', 'pub.1009665952', 'pub.1022465608', 'pub.1044391706', 'pub.1033544526', 'pub.1010747523', 'pub.1054933485', 'pub.1049334352', 'pub.1022235068', 'pub.1016991069', 'pub.1057201177', 'pub.1015089933', 'pub.1028046836', 'pub.1035853373', 'pub.1062417308', 'pub.1031928673', 'pub.1011391252', 'pub.1000226884', 'pub.1047779380', 'pub.1016550101', 'pub.1006715977', 'pub.1063643320', 'pub.1063840613', 'pub.1023803753', 'pub.1072551872', 'pub.1033026798', 'pub.1046184342', 'pub.1063972373', 'pub.1017426901', 'pub.1041791753', 'pub.1020614820', 'pub.1031306771', 'pub.1012035309', 'pub.1007164927', 'pub.1051308557', 'pub.1011780012', 'pub.1057555563', 'pub.1072865572', 'pub.1059826154', 'pub.1011747475', 'pub.1048344687', 'pub.1079274894', 'pub.1052068138', 'pub.1033990172', 'pub.1046976382', 'pub.1043773359', 'pub.1035644308', 'pub.1012643043', 'pub.1048741065', 'pub.1008227195', 'pub.1063973033', 'pub.1000465756', 'pub.1012087861', 'pub.1030889167', 'pub.1015182517', 'pub.1046426069', 'pub.1013979587', 'pub.1058426396', 'pub.1050961137', 'pub.1063972658', 'pub.1003035256', 'pub.1008446675', 'pub.1025620360', 'pub.1063972208', 'pub.1000112335', 'pub.1033856883', 'pub.1063972382', 'pub.1063972344', 'pub.1009804874', 'pub.1036177739', 'pub.1004782373', 'pub.1072204737', 'pub.1019190763', 'pub.1072209456', 'pub.1047488079', 'pub.1031742483', 'pub.1041052636', 'pub.1063972270', 'pub.1027868385', 'pub.1023122163', 'pub.1028999427', 'pub.1048504769', 'pub.1046397542', 'pub.1051423058', 'pub.1004651845', 'pub.1050133955', 'pub.1011557201', 'pub.1004343443', 'pub.1031802534', 'pub.1014711186', 'pub.1034250774', 'pub.1000956911', 'pub.1063541318', 'pub.1023372620', 'pub.1064158749', 'pub.1031207382', 'pub.1044051561', 'pub.1048161069', 'pub.1005561654', 'pub.1031706691', 'pub.1042675358', 'pub.1003613254', 'pub.1053555670', 'pub.1052788198', 'pub.1014691215', 'pub.1063972904', 'pub.1016293041', 'pub.1029479930', 'pub.1015147990', 'pub.1052918425', 'pub.1019355654', 'pub.1068661534', 'pub.1022309451', 'pub.1034450042', 'pub.1053718285', 'pub.1043244142', 'pub.1013392320', 'pub.1041707619', 'pub.1041407547', 'pub.1063972149', 'pub.1063954706', 'pub.1063972783', 'pub.1002597467', 'pub.1063972206', 'pub.1063498748', 'pub.1029435228', 'pub.1018552474', 'pub.1049201863', 'pub.1023068379', 'pub.1052168464', 'pub.1042540569', 'pub.1051845257', 'pub.1010286616', 'pub.1024426401', 'pub.1039767955', 'pub.1036491849', 'pub.1029988798', 'pub.1041075166', 'pub.1011373912', 'pub.1001065652', 'pub.1051331991', 'pub.1036808190', 'pub.1052510018', 'pub.1013507903', 'pub.1009112606', 'pub.1009123511', 'pub.1021482900', 'pub.1032500642', 'pub.1038375926']",2015
5,policy.725785,"['pub.1033609632', 'pub.1001398506', 'pub.1021343317', 'pub.1019014962', 'pub.1042158662', 'pub.1060184808', 'pub.1063973416', 'pub.1011780012', 'pub.1051482548', 'pub.1011246697', 'pub.1071138924', 'pub.1003494673', 'pub.1052395212', 'pub.1053116360', 'pub.1001037743', 'pub.1045051686', 'pub.1042374648', 'pub.1034250774', 'pub.1003994646', 'pub.1033026798', 'pub.1044903535', 'pub.1005047354', 'pub.1057244077', 'pub.1048741065', 'pub.1063496852', 'pub.1033022932', 'pub.1000261906', 'pub.1009112606', 'pub.1047782156', 'pub.1024851226', 'pub.1001885262', 'pub.1021712410', 'pub.1003063673', 'pub.1034429168', 'pub.1016339370', 'pub.1056400893', 'pub.1021482900', 'pub.1072204748', 'pub.1022258709', 'pub.1041791753', 'pub.1045459543', 'pub.1032500642', 'pub.1018659569', 'pub.1022235068', 'pub.1025420714', 'pub.1051443680', 'pub.1004617607']",2015
